pkey,Topic_Title,categorytype,notes,active,sdate,mdate,addedby,modedby,thefile,strength,subCategory,link
97,setInterval,Client-Side,"<p>setInterval(""statdisp()"",500)</p>
<hr />
<p>s=setInterval(''statdisp()'',500)</p>
<p>function statdisp(){<br />if(window.status!=''Copied!!!!!!!!!''){ window.status=''Copied!!!!!!!!!''; }  else{ window.status='' }  }  clearInterval(s);</p>",1,"2006-02-06 22:49:24","2008-12-07 14:48:28",shawn,shawn,NULL,0,DHTML,NULL
98,"Copy Text on TextArea",Client-Side,"<p>&lt;script&gt;<br />function HighlightAll() {<br />&nbsp;&nbsp; &nbsp;tempval=document.getElementById(''label'');<br />&nbsp;&nbsp; &nbsp;tempval.select()<br />&nbsp;&nbsp; &nbsp;if (document.all){<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;therange=tempval.createTextRange()<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;therange.execCommand(""Copy"")<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;s=setInterval(''statdisp()'',500)<br />&nbsp;&nbsp; &nbsp;} else { window.status=''Cannot Copy!!!!!!!!!''; }<br />&nbsp;&nbsp; &nbsp;<br />}<br /><br />function statdisp(){ if(window.status!=''Copied!!!!!!!!!''){ window.status=''Copied!!!!!!!!!''; } else{ window.status='' } }<br />&lt;/script&gt;<br /><br />&lt;input type=""button"" onclick=""HighlightAll()"" value=""Copy Label""&gt;&lt;br&gt;<br />&lt;textarea id=""label"" rows=""20"" cols=""35"" style=""display: none""&gt;sss&lt;/textarea&gt;</p>",1,"2006-02-06 22:59:36","2009-01-27 16:58:04",shawn,shawn,NULL,0,JavaScript,NULL
99,"Add & Remove Select Options",Client-Side,"<p>input.options[0]=new Option(input.text,input.value);</p>
<p>input.remove(0);</p>",1,"2006-02-14 21:51:41","2008-10-13 15:46:41",shawn,shawn,NULL,2,DHTML,NULL
100,"Special Characters",Client-Side,"&laquo; - &raquo;<hr />&clubs; - clubs
&spades; - spades
&hearts; - hearts
&diams; - diamonds

&sect; - section sign
&cent; - cents
&uarr; - up arrow
&larr; - left arrow
&darr; - down arrow
&rarr; - right arror
&laquo; - double left arrow
&raquo; - double right arrow
&amp; - ampersant
&nbsp; - space
&#39; - semi-quote
&gt; - pound
&lt; - less then
&gt; - greater then",1,"2006-02-16 10:12:18","2006-06-30 13:25:16",shawn,shawn,chars.html,2,HTML,NULL
101,"Border Styles",Client-Side,"border-style: double<hr />-moz-border-radius: 10px;

border-style: dotted
border-style: dashed
border-style: solid
border-style: double
border-style: groove
border-style: ridge
border-style: inset
border-style: outset

border-left: hidden;
border-right: hidden;
border-top: hidden;
border-botom: hidden;",1,"2006-02-18 22:46:46","2007-09-21 11:11:04",shawn,shawn,,0,CSS,NULL
102,"Check File Extension before upload",Client-Side,"<hr /><cfoutput>
<script>	ttt='';
	iii=document.form.attachment;
	ccc=iii.value.split(""."");
	nnn=ccc.length; --nnn;
	if(iii.value.length > 0){
		if(nnn < 1){ alert(''No File Extension.\n Please adjust file name.''); return false }
		if(ccc[1]){ 
			if(ccc[nnn].length==3 || ccc[nnn].length==4){
				<cfset filetypes=""ppt,gif,pdf,jpeg,jpg,html,htm,html,bmp,xls,csv,pdf,txt,doc"">
				if (<cfloop list=""#filetypes#"" index=""pop"">ccc[nnn]!=''#pop#''<cfif pop neq listlast(filetypes)> && </cfif></cfloop>){
					alert(''.''+ccc[nnn]+'' Is an invalid File type.''); 
					return false;
				}
			}
		} else { alert(''Invalid File Extension.\n Please adjust file name.''); return false }
	}
</script>

<form name=""formName"" onsubmit=""return validate()"" method=""post"" enctype=""multipart/form-data"">
<input type=""file"" name=""attachment"">
<input type=""submit"" value=""submit"">
</form></cfoutput>",1,"2006-02-22 13:10:14","2007-09-21 10:55:39",shawn,shawn,Filefield_precheck.cfm,0,DHTML,NULL
103,"Split string into Array",Client-Side,"<p>value.split(""deliminator"")</p>
<p>&lt;script type=""text/javascript""&gt;<!-- 	iii=''shawn,gab,travis,adam''; 	ccc=iii.split('',''); 	nnn=ccc.length; --nnn;  ccc[0] ccc[1] ccc[2] ccc[3] // -->&lt;/script&gt;</p>",1,"2006-02-22 13:11:00","2008-05-14 11:39:29",shawn,shawn,NULL,0,JavaScript,NULL
104,AjaxCFC,Server-Side,"<hr />",1,"2006-02-24 10:52:33","2007-09-21 10:32:03",shawn,shawn,ajaxcfc.zip,0,ColdFusion,NULL
105,ModelGlue,Server-Side,"<hr />",1,"2006-02-24 10:53:12","2007-09-21 10:39:40",shawn,shawn,modelglue_1_0_01.zip,0,ColdFusion,NULL
106,"QueryNew() / QueryAddRow() / QuerySetCell()",Server-Side,"QuerySetCell( queryname , column , query.recordcount )<hr /><cfset qqq=QueryNew(column1,column2,column3)>

<cfset NoMatterWhatName=QueryAddRow(qqq)>

<cfset NoMatterTheName=QuerySetCell(qqq,""column1"",""data"",qqq.recordcount)>


<!--- QueryAddColumn requires a matching Array --->
<cfset NoMatterTheName=QueryAddColumn(query, column-name, array-name)>",1,"2006-02-24 21:07:45","2007-09-21 10:39:41",shawn,shawn,,4,ColdFusion,NULL
107,"Getting at Structured Variables",Server-Side,"<hr /><!--- THIS WILL SHOW ALL AVAIBLE PASSED FORM VARS --->
<cfset keyList= structKeyList(form)>
<cfloop list=""#keylist#"" index=""pop"">
#pop#: #Form[""#pop#""]#<br>
</cfloop>",1,"2006-02-26 09:39:33","2007-09-21 10:39:45",shawn,shawn,,4,ColdFusion,NULL
108,"Table Row & Cell Manipulation",Client-Side,"<p>.rows(0) || .cells(0)</p>
<hr />
<p>xxx=document.getElementById(''tablename'');</p>
<p>row=xxx.insertRow(-1);</p>
<p>tempxxx.insertCell(0);</p>
<p>OTHER NEED TO KNOWS: deleteCell(0); deleteRow(0); rows.length; rows[0];</p>
<p>You can specify the last of anything with -1 ... insertCell(-1)...apparently by default is to append when no argument is passed</p>
<!--- this will get at the first row --->
<p>cells.length; cells[0];</p>
<hr />
<p>!!!IMPORTANT!!! - You can append rows into a table across all browsers using a reference to the table body area:</p>
<p style=""padding-left: 30px;"">table.getElementsByTagName('tbody')[0].appendChild( row-element );</p>
<p><span style=""color: #808080;"">(This is very useful when cloning rows..Internet Explorer is the one that demands table area reference)</span></p>
<!--- this will get at the first cell --->",1,"2006-02-27 12:29:57","2009-02-11 11:58:26",shawn,shawn,NULL,4,JavaScript,NULL
109,Round,Client-Side,"<p>Math.round(x)</p>
<hr />
<p>
<script type=""text/javascript""><!--
document.write(Math.round(0.60) + ""<br />"")
document.write(Math.round(0.50) + ""<br />"")
document.write(Math.round(0.49) + ""<br />"")
document.write(Math.round(-4.40) + ""<br />"")
document.write(Math.round(-4.60))
// --></script>
The output of the code above will be:  1 1 0 -4 -5</p>",1,"2006-03-06 16:07:21","2009-01-27 11:40:49",shawn,shawn,NULL,0,JavaScript,NULL
110,"ServerSide CGI.VARIABLES",Server-Side,"cgi.host &amp; cgi.cf_template_path<hr />SCRIPT_NAME ( /manage/index.cfm )
Everything after the domain name

PATH_INFO ( /websites/template.cfm )
Extra path information, as given by the client. Scripts can be accessed by their virtual pathname, followed by extra information at the end of this path. The extra information is sent as PATH_INFO.

PATH_TRANSLATED ( c:\websites\template.cfm )
Translated version of PATH_INFO after any virtual-to-physical mapping.

SERVER_SOFTWARE (  Microsoft-IIS/6.0 )
Name and version of the information server software answering the request (and running the gateway). Format: name/version.

SERVER_NAME ( website.com )
Server''s hostname, DNS alias, or IP address as it appears in self-referencing URLs.

GATEWAY_INTERFACE (  CGI/1.1 )
CGI specification revision with which this server complies. Format: CGI/revision.

SERVER_PROTOCOL (  HTTP/1.1 )
Name and revision of the information protocol this request came in with. Format: protocol/revision.

SERVER_PORT (  80 )
Port number to which the request was sent.

REQUEST_METHOD ( GET )
Method with which the request was made. For HTTP, this is Get, Head, Post, and so on.

QUERY_STRING
Query information that follows the ? in the URL that referenced this script.

REMOTE_HOST
Hostname making the request. If the server does not have this information, it sets REMOTE_ADDR and does not set REMOTE_HOST.

REMOTE_ADDR ( 65.153.203.224 )
IP address of the remote host making the request.

AUTH_TYPE
If the server supports user authentication, and the script is protected, the protocol-specific authentication method used to validate the user.

REMOTE_USER

AUTH_USER
If the server supports user authentication, and the script is protected, the username the user has authenticated as. (Also available as AUTH_USER.)

REMOTE_IDENT
If the HTTP server supports RFC 931 identification, this variable is set to the remote username retrieved from the server. Use this variable for logging only.

CONTENT_TYPE
For queries that have attached information, such as HTTP POST and PUT, this is the content type of the data.

CONTENT_LENGTH
Length of the content as given by the client.",1,"2006-03-09 19:31:18","2007-09-21 10:39:45",shawn,shawn,,5,ColdFusion,NULL
111,"Background Properties",Client-Side,"background: #00ff00 url(&quot;smiley.gif&quot;) no-repeat fixed bottom;<hr />body { background: #00ff00 url(''''smiley.gif'''') no-repeat fixed bottom; }

or

body { background: #00ff00 url(''''horizontal_repeat.gif'''') repeat-x bottom; }",1,"2006-03-10 19:22:34","2007-09-21 11:10:56",shawn,shawn,,5,CSS,NULL
112,"ClientSide CGI.VARIABLES",Server-Side,"cgi.HTTP_REFERER &amp; cgi.HTTP_REFERER<hr />CGI client variables

The following table describes common CGI environment variables the browser creates and passes in the request header:
CGI client variable 	Description

HTTP_REFERER
The referring document that linked to or submitted form data.

HTTP_USER_AGENT
The browser that the client is currently using to send the request. Format: software/version library/version.

HTTP_IF_MODIFIED_SINCE
The last time the page was modified. The browser determines whether to set this variable, usually in response to the server having sent the LAST_MODIFIED
HTTP header. It can be used to take advantage of browser-side caching.",1,"2006-03-09 19:31:18","2007-09-21 10:39:47",shawn,shawn,,0,ColdFusion,NULL
113,"Color Palette",Client-Side,"<hr />",1,"2006-03-17 00:12:30","2007-09-21 11:04:32",shawn,shawn,nhue2.gif,0,DHTML,NULL
115,"Full Screen",Client-Side,"screen.availHeight / screen.availWidth<hr /><script language=""JavaScript"">
<!--
var exit=true;
if (exit) {
self.moveTo(0,0);
self.resizeTo(screen.availWidth,screen.availHeight);
}
//-->
</script>",1,"2006-03-21 23:28:19","2007-10-08 15:50:51",shawn,shawn,,0,JavaScript,NULL
116,CFQueryParam,Server-Side,"<ul>
<li>CF_SQL_BIGINT </li>
<li>CF_SQL_BIT </li>
<li>CF_SQL_CHAR </li>
<li>CF_SQL_BLOB </li>
<li>CF_SQL_CLOB </li>
<li>CF_SQL_DATE </li>
<li>CF_SQL_DECIMAL </li>
<li>CF_SQL_DOUBLE </li>
<li>CF_SQL_FLOAT </li>
<li>CF_SQL_IDSTAMP </li>
<li>CF_SQL_INTEGER </li>
<li>CF_SQL_LONGVARCHAR </li>
<li>CF_SQL_MONEY </li>
<li>CF_SQL_MONEY4 </li>
<li>CF_SQL_NUMERIC </li>
<li>CF_SQL_REAL </li>
<li>CF_SQL_REFCURSOR </li>
<li>CF_SQL_SMALLINT </li>
<li>CF_SQL_TIME </li>
<li>CF_SQL_TIMESTAMP </li>
<li>CF_SQL_TINYINT </li>
<li>CF_SQL_VARCHAR</li>
</ul>
<hr />
<p>Maximum Number of Params per query: 2100</p>",1,"2006-03-22 12:10:16","2010-09-09 16:04:13",shawn,shawn,NULL,0,ColdFusion,NULL
117,CFLOOP,Server-Side,"Condition=&quot;&quot; or list=&quot;&quot; or from=&quot;&quot; to=&quot;&quot;<hr />Condition:
<cfloop condition=""5 < 10"">

Scale:
<cfloop  from=""1"" to=""5"" index=""var"">

<cfloop list=""1,2,3,4,5"" index=""var"">",1,"2006-03-23 13:09:20","2007-09-21 10:39:50",shawn,shawn,,5,ColdFusion,NULL
118,"Empty Cell Treatment",Client-Side,"empty-cells:show<hr />empty-cells:show

empty-cells:hide",1,"2006-05-03 15:28:43","2007-09-21 11:10:49",shawn,shawn,,3,CSS,NULL
119,"Trim a string",Extensibility,"^[ 	]+|[ 	]+$<hr />value.replace(^[\s\t]+|[\s\t]+$,"""") // May require / regExpress /",1,"2006-05-05 01:45:50","2007-09-21 11:50:47",shawn,shawn,,5,"Regular Expressions",NULL
121,innerHTML,Client-Side,"<p>document.getElementById(""busta"").innerHTML=""go go go""</p>
<hr />
<p>innerHTML has 1 flaw when cloning content... input values must be made an array, then the content cloned, then as you will notice all the values are removed, then refer to built array to rebuild input values.  ALSO, avoid cloning content within previosly cloned content... to have clone content inside cloned content, you will need to make a rough clone outside the cloned content area, and attempt to REPLACE characters for needed characters.</p>",1,"2006-05-09 11:26:19","2008-05-14 11:39:27",shawn,shawn,NULL,5,JavaScript,NULL
122,JOIN,Server-Side,"table1 a JOIN table2 b ON a.id=b.id<hr />SELECT a.id,a.name,a.price,a.sortorder,a.vendorid FROM #ttt# a JOIN vendor b ON a.vendorid=b.id",1,"2006-05-12 15:35:40","2007-09-21 10:39:51",shawn,shawn,,4,"MS SQL",NULL
123,"Concatenate Operator",Server-Side,"&amp; for Access and || for Oracle<hr />SELECT (''http://#companywebsite#/manage/images/''&replicateimg) as rp

UPDATE table SET (field=''value''''&field)

In Oracle:
UPDATE table SET (field=''value''''||field)

In mySQL:
UPDATE table SET CONCAT( field , ''stuff'' )

In SQL:
UPDATE table SET field+''stuff''",1,"2006-05-18 12:38:03","2007-09-21 11:43:08",shawn,shawn,,5,"MS SQL",NULL
124,"XML Escape Characters",Extensibility,"<!--[CDATA[then all your data]]--><hr /><description>
<![CDATA[Who can resist the soothing sounds of romantic tunes? The quickest way to have your loved one forgive you is to play the hypnotic sounds of easy-listening 'stars' singing or playing their hearts out.]]>
</description>",1,"2006-05-18 16:57:29","2007-09-21 11:49:52",shawn,shawn,,4,XML,NULL
125,CFFile,Server-Side,"<p>Or use built-in function : FileRead(<em><code>filepath</code></em> [, <em><code>charset</code></em>])</p>
<p>Read Variables: file.filesize</p>",1,"2006-05-20 21:10:25","2010-07-26 12:59:10",shawn,shawn,NULL,5,ColdFusion,NULL
126,"Using listeners to handle events",Client-Side,"<p>myButton.addEventListener(""click"", listener1);</p>
<hr />
<p>All events are broadcast by an instance of a component class. (The component instance is the broadcaster.)  A listener can be a function or an object. If the listener is an object, it must have a callback function defined on it. The listener handles the event; this means the callback function is executed when the event occurs.  To register a listener to a broadcaster, call the addEventListener() method from the broadcaster.</p>
<p>Use the following syntax:</p>
<p>componentInstance.addEventListener(""eventName"", listenerObjectORFunction);</p>
<p>You can register multiple listeners to one component instance.</p>
<p>myButton.addEventListener(""click"", listener1);<br />myButton.addEventListener(""click"", listener2);</p>
<p>You can register one listener to multiple component instances.</p>
<p>myButton.addEventListener(""click"", listener1);<br />myButton2.addEventListener(""click"", listener1);</p>
<p>The handler function is passed an event object.  You can use the event object in the body of the function to retrieve information about the event type, and the instance that broadcast the event. See About the event object.  A listener object remains active until explicitly removed using EventDispatcher.removeEventListener().</p>
<p>For example: myComponent.removeEventListener(""change"", ListenerObj);</p>",1,"2006-05-23 10:32:45","2008-06-06 13:17:18",shawn,shawn,NULL,4,FLASH,NULL
127,"How to use Event Objects",Client-Side,"listener.click = function(evtObj)<hr /><!--- Add componet button, to the stage and label ''myButton'' --->
function click(evtObj){
  trace(""The "" + evtObj.target.label + "" button was clicked"");
}
myButton.addEventListener(""click"", this);",1,"2006-05-23 10:43:44","2007-09-21 11:32:03",shawn,shawn,,5,FLASH,NULL
128,Trace(),Client-Side,"Evaluates the expression and outputs the result.<hr />Trace(""This is the way we work ""+7+"" days a week."")",1,"2006-05-23 10:52:17","2007-09-21 11:32:04",shawn,shawn,,5,FLASH,NULL
129,"Create Random Number",Client-Side,"Math.random()*20<hr />THIS WILL OUTPUT WITH A DECIMAL
Math.random()*20

THIS WILL OUTPUT A WHOLE NUMBER
Math.round(Math.random()*20)",1,"2006-05-23 13:24:41","2007-09-21 11:33:57",shawn,shawn,,2,FLASH,NULL
130,Loops,Client-Side,"for() - while()<hr />for(i=0;i<=8;++i){ name=i }

i=0;
while(i<=8){ name=i; ++i }",1,"2006-05-23 13:32:19","2007-09-21 11:32:06",shawn,shawn,,5,FLASH,NULL
132,Alert(),Client-Side,"Alert.show(&#39;the alert message&#39;)<hr />import mx.controls.Alert;
Alert.show('This is the Alert!')",1,"2006-05-23 15:13:49","2007-09-21 11:32:07",shawn,shawn,,3,FLASH,NULL
133,"Step Component",Client-Side,"mx.controls.NumericStepper<hr />/**
 Requires:
  - NumericStepper component on Stage (instance name: my_nstep)
*/
var my_nstep:mx.controls.NumericStepper;

my_nstep.stepSize = 3;
my_nstep.minimum = -6;
my_nstep.maximum = 12;
my_nstep.value = my_nstep.minimum;
trace(my_nstep.nextValue); // -3",1,"2006-05-23 15:53:13","2007-09-21 11:33:59",shawn,shawn,,3,FLASH,NULL
134,"Focus Functions",Client-Side,"Selection.getFocus() &amp; Selection.setFocus()<hr />Selection.getFocus()
Selection.setFocus()",1,"2006-05-23 16:20:29","2007-09-21 11:33:59",shawn,shawn,,5,FLASH,NULL
135,"Event Handlers",Client-Side,"handleEvent, click, change, scroll ( type &amp; target )<hr />function handleEvent(evtObj){
  trace(evtObj.type);
}

myButton.addEventListener(''click'',this);

EVENT OBJECTS: type, target",1,"2006-05-23 17:12:45","2007-09-21 11:34:02",shawn,shawn,,5,FLASH,NULL
